Route,URL,Avg Stars,Rating,Pitches,Length,Area Latitude,Area Longitude,PG13,R,State,Region,Location,Crag,Wall,Trad,Alpine,TR,Aid,Boulder,Mixed,numVotes,numViews,Year
Close Quarters Combat,https://www.mountainproject.com/route/110744092/close-quarters-combat,4.0,5.13+,1,,39.56843,-111.688,False,False,Utah,Central Utah,Maple Canyon,Maple Canyon Road,The Compound,False,False,False,False,False,False,"Avg: 4 from 1
    vote","Page Views: 1,141 total · 11/month","Shared By: SM Ryan on Jul 13, 2015"
SST,https://www.mountainproject.com/route/114576135/sst,3.3,5.13d,1,60.0,39.56843,-111.688,False,False,Utah,Central Utah,Maple Canyon,Maple Canyon Road,The Compound,False,False,False,False,False,False,"Avg: 3.3 from 3
    votes",Page Views: 846 total · 13/month,"Shared By: Lee Robinson on Jul 9, 2018"
Ben Sent,https://www.mountainproject.com/route/108135448/ben-sent,3.0,5.14a,1,,39.56843,-111.688,False,False,Utah,Central Utah,Maple Canyon,Maple Canyon Road,The Compound,False,False,False,False,False,False,"Avg: 3 from 1
    vote","Page Views: 1,377 total · 11/month","Shared By: SM Ryan on May 10, 2013"
Cannonball,https://www.mountainproject.com/route/113635004/cannonball,2.0,5.14a/b,1,50.0,39.56843,-111.688,False,False,Utah,Central Utah,Maple Canyon,Maple Canyon Road,The Compound,False,False,False,False,False,False,"Avg: 2 from 1
    vote",Page Views: 959 total · 13/month,"Shared By: zeb engberg on Sep 26, 2017"
Holy Dances,https://www.mountainproject.com/route/124530940/holy-dances,3.0,5.14a/b,1,90.0,39.55807,-111.69057,False,False,Utah,Central Utah,Maple Canyon,Middle Fork,The Hot Zone,False,False,False,False,False,False,"Avg: 3 from 1
    vote",Page Views: 69 total · 18/month,"Shared By: zeb engberg on Jul 4, 2023"
Arabesque,https://www.mountainproject.com/route/124530968/arabesque,3.0,5.14a/b,1,90.0,39.55807,-111.69057,False,False,Utah,Central Utah,Maple Canyon,Middle Fork,The Hot Zone,False,False,False,False,False,False,"Avg: 3 from 1
    vote",Page Views: 65 total · 17/month,"Shared By: zeb engberg on Jul 4, 2023"
Toxic Turkey,https://www.mountainproject.com/route/105978386/toxic-turkey,3.3,5.13c,1,100.0,39.56569,-111.69639,False,False,Utah,Central Utah,Maple Canyon,Right Fork,The Pipe Dream,False,False,False,False,False,False,"Avg: 3.3 from 15
    votes","Page Views: 4,299 total · 22/month","Shared By: Taylor Roy on Jun 15, 2007"
The Great Feast,https://www.mountainproject.com/route/106011671/the-great-feast,3.8,5.13c,1,95.0,39.56569,-111.69639,False,False,Utah,Central Utah,Maple Canyon,Right Fork,The Pipe Dream,False,False,False,False,False,False,"Avg: 3.8 from 13
    votes","Page Views: 7,304 total · 37/month","Shared By: Taylor Roy on Aug 20, 2007"
Don't Mess With Texas,https://www.mountainproject.com/route/107727390/dont-mess-with-texas,3.6,5.13c,1,,39.56569,-111.69639,False,False,Utah,Central Utah,Maple Canyon,Right Fork,The Pipe Dream,False,False,False,False,False,False,"Avg: 3.6 from 7
    votes","Page Views: 2,045 total · 15/month","Shared By: tsmartt on Jul 30, 2012"
Long Present,https://www.mountainproject.com/route/107727417/long-present,2.0,5.13c,1,,39.56569,-111.69639,False,False,Utah,Central Utah,Maple Canyon,Right Fork,The Pipe Dream,False,False,False,False,False,False,"Avg: 2 from 1
    vote",Page Views: 739 total · 5/month,"Shared By: tsmartt on Jul 30, 2012"
Wyoming Sheep Shagger,https://www.mountainproject.com/route/106474865/wyoming-sheep-shagger,4.0,5.13d,1,50.0,39.56569,-111.69639,False,False,Utah,Central Utah,Maple Canyon,Right Fork,The Pipe Dream,False,False,False,False,False,False,"Avg: 4 from 8
    votes","Page Views: 6,252 total · 36/month","Shared By: Taylor Roy on Jun 29, 2009 · Updates"
Whole Shot,https://www.mountainproject.com/route/108135484/whole-shot,3.5,5.13d,1,,39.56569,-111.69639,False,False,Utah,Central Utah,Maple Canyon,Right Fork,The Pipe Dream,False,False,False,False,False,False,"Avg: 3.5 from 4
    votes","Page Views: 1,581 total · 12/month","Shared By: SM Ryan on May 10, 2013"
Ego Boost,https://www.mountainproject.com/route/108139805/ego-boost,4.0,5.13d,1,,39.56569,-111.69639,False,False,Utah,Central Utah,Maple Canyon,Right Fork,The Pipe Dream,False,False,False,False,False,False,"Avg: 4 from 1
    vote","Page Views: 1,149 total · 9/month","Shared By: SM Ryan on May 13, 2013"
Mexican Rodeo,https://www.mountainproject.com/route/108139811/mexican-rodeo,4.0,5.13d,1,,39.56569,-111.69639,False,False,Utah,Central Utah,Maple Canyon,Right Fork,The Pipe Dream,False,False,False,False,False,False,"Avg: 4 from 1
    vote","Page Views: 1,455 total · 11/month","Shared By: SM Ryan on May 13, 2013"
Millennium,https://www.mountainproject.com/route/107962420/millennium,3.7,5.14a,1,80.0,39.56569,-111.69639,False,False,Utah,Central Utah,Maple Canyon,Right Fork,The Pipe Dream,False,False,False,False,False,False,"Avg: 3.7 from 6
    votes","Page Views: 4,576 total · 35/month","Shared By: DB Cee on Jan 14, 2013"
Mutton Bustin,https://www.mountainproject.com/route/108139820/mutton-bustin,4.0,5.14a,1,,39.56569,-111.69639,False,False,Utah,Central Utah,Maple Canyon,Right Fork,The Pipe Dream,False,False,False,False,False,False,"Avg: 4 from 1
    vote","Page Views: 1,922 total · 15/month","Shared By: SM Ryan on May 13, 2013"
PipeDream,https://www.mountainproject.com/route/108139824/pipedream,4.0,5.14a,1,,39.56569,-111.69639,False,False,Utah,Central Utah,Maple Canyon,Right Fork,The Pipe Dream,False,False,False,False,False,False,"Avg: 4 from 4
    votes","Page Views: 4,373 total · 34/month","Shared By: SM Ryan on May 13, 2013"
T-Rex,https://www.mountainproject.com/route/108139829/t-rex,4.0,5.14a,1,,39.56569,-111.69639,False,False,Utah,Central Utah,Maple Canyon,Right Fork,The Pipe Dream,False,False,False,False,False,False,"Avg: 4 from 2
    votes","Page Views: 2,665 total · 21/month","Shared By: SM Ryan on May 13, 2013"
Eulogy,https://www.mountainproject.com/route/108139833/eulogy,3.0,5.14a,1,120.0,39.56569,-111.69639,False,False,Utah,Central Utah,Maple Canyon,Right Fork,The Pipe Dream,False,False,False,False,False,False,"Avg: 3 from 3
    votes","Page Views: 2,267 total · 18/month","Shared By: SM Ryan on May 13, 2013 · Updates"
Infinite Jest,https://www.mountainproject.com/route/115134554/infinite-jest,3.0,5.14c,1,100.0,39.56569,-111.69639,False,False,Utah,Central Utah,Maple Canyon,Right Fork,The Pipe Dream,False,False,False,False,False,False,"Avg: 3 from 1
    vote","Page Views: 2,097 total · 33/month","Shared By: zeb engberg on Aug 26, 2018"
Divine Jest,https://www.mountainproject.com/route/115134622/divine-jest,4.0,5.14c,1,100.0,39.56569,-111.69639,False,False,Utah,Central Utah,Maple Canyon,Right Fork,The Pipe Dream,False,False,False,False,False,False,"Avg: 4 from 1
    vote","Page Views: 2,535 total · 40/month","Shared By: zeb engberg on Aug 26, 2018"
Killing Zone,https://www.mountainproject.com/route/124404712/killing-zone,4.0,5.13c,1,65.0,39.70087,-110.91981,False,False,Utah,Central Utah,Spring Canyon,Boulder Canyon,,False,False,False,False,False,False,"Avg: 4 from 1
    vote",Page Views: 40 total · 9/month,"Shared By: Jordan Howa on Jun 14, 2023"
The Flying Dragon,https://www.mountainproject.com/route/106709749/the-flying-dragon,3.2,5.13c,1,55.0,37.1498,-113.61204,False,False,Utah,Southwest Utah,Saint George,Turtle Wall,,False,False,False,False,False,False,"Avg: 3.2 from 5
    votes","Page Views: 2,792 total · 17/month","Shared By: B Haus on Mar 26, 2010"
Golden,https://www.mountainproject.com/route/108829815/golden,4.0,5.14b,1,140.0,37.10116,-113.89875,False,False,Utah,Southwest Utah,Saint George,Welcome Springs,The Cathedral,False,False,False,False,False,False,"Avg: 4 from 1
    vote","Page Views: 7,173 total · 62/month","Shared By: Derek Kvedar on Apr 7, 2014"
Huckin' for Gold,https://www.mountainproject.com/route/123944897/huckin-for-gold,4.0,5.14b,1,135.0,37.10116,-113.89875,False,False,Utah,Southwest Utah,Saint George,Welcome Springs,The Cathedral,False,False,False,False,False,False,"Avg: 4 from 1
    vote",Page Views: 42 total · 6/month,"Shared By: sava pop pop pop on Mar 31, 2023"
Golden Direct,https://www.mountainproject.com/route/108829823/golden-direct,4.0,5.14b/c,1,135.0,37.10116,-113.89875,False,False,Utah,Southwest Utah,Saint George,Welcome Springs,The Cathedral,False,False,False,False,False,False,"Avg: 4 from 1
    vote","Page Views: 2,950 total · 25/month","Shared By: Derek Kvedar on Apr 7, 2014"
Solid Gold,https://www.mountainproject.com/route/108829841/solid-gold,4.0,5.14c,1,135.0,37.10116,-113.89875,False,False,Utah,Southwest Utah,Saint George,Welcome Springs,The Cathedral,False,False,False,False,False,False,"Avg: 4 from 1
    vote","Page Views: 3,601 total · 31/month","Shared By: Derek Kvedar on Apr 7, 2014 · Updates"
Treebeard,https://www.mountainproject.com/route/112475493/treebeard,3.6,5.13c,1,60.0,37.10106,-113.89944,False,False,Utah,Southwest Utah,Saint George,Welcome Springs,The Wailing Wall,False,False,False,False,False,False,"Avg: 3.7 from 6
    votes","Page Views: 2,027 total · 25/month","Shared By: Punter S. Thompson on Feb 2, 2017"
The Cross,https://www.mountainproject.com/route/122261053/the-cross,3.0,5.13c,1,50.0,37.10106,-113.89944,False,False,Utah,Southwest Utah,Saint George,Welcome Springs,The Wailing Wall,False,False,False,False,False,False,"Avg: 3 from 1
    vote",Page Views: 805 total · 43/month,"Shared By: Hugh Heinrich on Apr 18, 2022"
The Re-Up,https://www.mountainproject.com/route/122734449/the-re-up,4.0,5.14d,1,75.0,37.10106,-113.89944,False,False,Utah,Southwest Utah,Saint George,Welcome Springs,The Wailing Wall,False,False,False,False,False,False,"Avg: 4 from 1
    vote",Page Views: 260 total · 17/month,"Shared By: Daniel Chode Rider on Jul 13, 2022"
Breakin' the Law,https://www.mountainproject.com/route/108554394/breakin-the-law,3.3,5.14b,1,60.0,37.0175,-113.8518,False,False,Utah,Southwest Utah,Saint George,Utah Hills,Woodbury Road Crags,False,False,False,False,False,False,"Avg: 3.3 from 3
    votes","Page Views: 2,829 total · 24/month","Shared By: Monomaniac on Jan 3, 2014"
Old World Lullaby,https://www.mountainproject.com/route/120379694/old-world-lullaby,4.0,5.14b,1,60.0,37.0175,-113.8518,False,False,Utah,Southwest Utah,Saint George,Utah Hills,Woodbury Road Crags,False,False,False,False,False,False,"Avg: 4 from 2
    votes",Page Views: 777 total · 24/month,"Shared By: Michael Holmes on Mar 11, 2021 · Updates"
Nintendo,https://www.mountainproject.com/route/109583699/nintendo,3.0,5.13c,1,65.0,37.06942,-113.82899,False,False,Utah,Southwest Utah,Saint George,Utah Hills,Gorilla Cliffs,False,False,False,False,False,False,"Avg: 3 from 2
    votes","Page Views: 1,099 total · 10/month","Shared By: jeffozozo on Oct 13, 2014"
The Present,https://www.mountainproject.com/route/108564329/the-present,4.0,5.14a,1,25.0,37.06942,-113.82899,False,False,Utah,Southwest Utah,Saint George,Utah Hills,Gorilla Cliffs,False,False,False,False,False,False,"Avg: 4 from 1
    vote","Page Views: 4,133 total · 35/month","Shared By: Monomaniac on Jan 7, 2014"
Rick Ross,https://www.mountainproject.com/route/118357136/rick-ross,3.2,5.13c,1,,37.11795,-113.30549,False,False,Utah,Southwest Utah,Saint George,Hurricave,,False,False,False,False,False,False,"Avg: 3.2 from 6
    votes","Page Views: 1,209 total · 27/month","Shared By: Rollin on Feb 17, 2020"
Curious George,https://www.mountainproject.com/route/120206923/curious-george,2.0,5.13c,1,,37.11795,-113.30549,False,False,Utah,Southwest Utah,Saint George,Hurricave,,False,False,False,False,False,False,"Avg: 2 from 1
    vote",Page Views: 426 total · 13/month,"Shared By: Rollin on Jan 18, 2021"
Inner Worlds,https://www.mountainproject.com/route/121532479/inner-worlds,3.0,5.13c,1,,37.11795,-113.30549,False,False,Utah,Southwest Utah,Saint George,Hurricave,,False,False,False,False,False,False,"Avg: 3 from 1
    vote",Page Views: 332 total · 14/month,"Shared By: Rollin on Oct 25, 2021"
Joe Blow,https://www.mountainproject.com/route/121807327/joe-blow,2.5,5.13c/d,1,85.0,37.11795,-113.30549,False,False,Utah,Southwest Utah,Saint George,Hurricave,,False,False,False,False,False,False,"Avg: 2.5 from 2
    votes",Page Views: 304 total · 14/month,"Shared By: Mike Lewis on Dec 25, 2021"
Killer Bees,https://www.mountainproject.com/route/119808694/killer-bees,3.5,5.13d,1,,37.11795,-113.30549,False,False,Utah,Southwest Utah,Saint George,Hurricave,,False,False,False,False,False,False,"Avg: 3.5 from 4
    votes","Page Views: 1,346 total · 37/month","Shared By: Rollin on Oct 25, 2020"
Outer World,https://www.mountainproject.com/route/123578959/outer-world,3.0,5.13d,1,,37.11795,-113.30549,False,False,Utah,Southwest Utah,Saint George,Hurricave,,False,False,False,False,False,False,"Avg: 3 from 1
    vote",Page Views: 48 total · 5/month,"Shared By: Rollin on Dec 20, 2022"
The Double Rainbow,https://www.mountainproject.com/route/123919801/the-double-rainbow,1.0,5.13d,1,,37.11795,-113.30549,False,False,Utah,Southwest Utah,Saint George,Hurricave,,False,False,False,False,False,False,"Avg: 1 from 1
    vote",Page Views: 34 total · 5/month,"Shared By: Rollin on Mar 25, 2023"
Black Ball,https://www.mountainproject.com/route/118739055/black-ball,3.0,5.14a,1,50.0,37.11795,-113.30549,False,False,Utah,Southwest Utah,Saint George,Hurricave,,False,False,False,False,False,False,"Avg: 3 from 2
    votes","Page Views: 1,108 total · 26/month","Shared By: Ty Dallas Mangum on Apr 7, 2020 · Updates"
The Rainbow,https://www.mountainproject.com/route/121652208/the-rainbow,3.0,5.14a,1,,37.11795,-113.30549,False,False,Utah,Southwest Utah,Saint George,Hurricave,,False,False,False,False,False,False,"Avg: 3 from 1
    vote",Page Views: 463 total · 20/month,"Shared By: Rollin on Nov 17, 2021"
Biz Markie,https://www.mountainproject.com/route/123623343/biz-markie,2.0,5.14a,1,,37.11795,-113.30549,False,False,Utah,Southwest Utah,Saint George,Hurricave,,False,False,False,False,False,False,"Avg: 2 from 1
    vote",Page Views: 40 total · 4/month,"Shared By: Rollin on Jan 3, 2023"
Peregrination (Visitor Q),https://www.mountainproject.com/route/120063597/peregrination-visitor-q,4.0,5.14b,1,100.0,37.11795,-113.30549,False,False,Utah,Southwest Utah,Saint George,Hurricave,,False,False,False,False,False,False,"Avg: 4 from 1
    vote","Page Views: 1,675 total · 48/month","Shared By: Rollin on Dec 12, 2020 · Updates"
86'd,https://www.mountainproject.com/route/120178283/86d,3.0,5.14b,1,100.0,37.11795,-113.30549,False,False,Utah,Southwest Utah,Saint George,Hurricave,,False,False,False,False,False,False,"Avg: 3 from 1
    vote",Page Views: 675 total · 20/month,"Shared By: Rollin on Jan 11, 2021 · Updates"
Killer Z,https://www.mountainproject.com/route/121781904/killer-z,2.0,5.14b,1,,37.11795,-113.30549,False,False,Utah,Southwest Utah,Saint George,Hurricave,,False,False,False,False,False,False,"Avg: 2 from 1
    vote",Page Views: 302 total · 13/month,"Shared By: Rollin on Dec 17, 2021"
Rick Ross Direct,https://www.mountainproject.com/route/123468593/rick-ross-direct,3.0,5.14b,1,,37.11795,-113.30549,False,False,Utah,Southwest Utah,Saint George,Hurricave,,False,False,False,False,False,False,"Avg: 3 from 1
    vote",Page Views: 282 total · 25/month,"Shared By: Rollin on Nov 21, 2022"
Flight of the Conchords,https://www.mountainproject.com/route/123569791/flight-of-the-conchords,3.0,5.14c,1,,37.11795,-113.30549,False,False,Utah,Southwest Utah,Saint George,Hurricave,,False,False,False,False,False,False,"Avg: 3 from 1
    vote",Page Views: 54 total · 5/month,"Shared By: Rollin on Dec 17, 2022"
Life of Villains,https://www.mountainproject.com/route/122734503/life-of-villains,4.0,5.14d,1,100.0,37.11795,-113.30549,False,False,Utah,Southwest Utah,Saint George,Hurricave,,False,False,False,False,False,False,"Avg: 4 from 2
    votes",Page Views: 573 total · 36/month,"Shared By: Daniel Chode Rider on Jul 13, 2022 · Updates"
Shout Out a Doubt,https://www.mountainproject.com/route/114406547/shout-out-a-doubt,3.4,5.13c,1,100.0,37.13401,-113.84451,False,False,Utah,Southwest Utah,Saint George,Beaver Dam Road,Sunset Alley,False,False,False,False,False,False,"Avg: 3.4 from 8
    votes","Page Views: 1,655 total · 25/month","Shared By: Dana Hawlish 1 on May 26, 2018"
Tiger Blood,https://www.mountainproject.com/route/114406525/tiger-blood,4.0,5.14b,1,100.0,37.13401,-113.84451,False,False,Utah,Southwest Utah,Saint George,Beaver Dam Road,Sunset Alley,False,False,False,False,False,False,"Avg: 4 from 3
    votes","Page Views: 2,232 total · 34/month","Shared By: Dana Hawlish 1 on May 26, 2018"
Surprise surprise,https://www.mountainproject.com/route/107864537/surprise-surprise,3.0,5.13d,1,55.0,37.7,-112.6923,False,False,Utah,Southwest Utah,Brian Head,The Principality,,False,False,False,False,False,False,"Avg: 3 from 1
    vote","Page Views: 1,262 total · 9/month","Shared By: Seth Cowley on Oct 29, 2012"
Open Project,https://www.mountainproject.com/route/116820951/open-project,0.0,5.15d,1,60.0,37.07653,-112.00362,False,False,Utah,South Central Utah,Grand Staircase,Buckskin Gulch,Hammer Wall,False,False,False,False,False,False,"Avg: 0 from 1
    vote",Page Views: 814 total · 15/month,"Shared By: Kyran Keisling on May 3, 2019"
Wall of Winter Warmth,https://www.mountainproject.com/route/108016657/wall-of-winter-warmth,1.8,5.9-,1,65.0,38.56319,-109.54199,False,False,Utah,Southeast Utah,Arches National Park,Wall of Winter Warmth,,False,False,False,False,False,False,"Avg: 1.8 from 4
    votes","Page Views: 2,929 total · 23/month","Shared By: A. Roberts on Feb 25, 2013"
Unknown Chimney,https://www.mountainproject.com/route/121717426/unknown-chimney,2.0,5.9 ,1,,38.03075,-109.60173,False,True,Utah,Southeast Utah,Indian Creek,s Choice,,False,False,True,False,False,False,"Avg: 2 from 2
    votes",Page Views: 390 total · 17/month,"Shared By: Miller Andrews on Nov 29, 2021"
Cloud Dancer,https://www.mountainproject.com/route/117648758/cloud-dancer,3.0,5.9,1,95.0,38.0258,-109.54,False,False,Utah,Southeast Utah,Indian Creek,Entrance Corridor,Friction Slab,False,False,False,False,False,False,"Avg: 3 from 1
    vote","Page Views: 1,420 total · 28/month","Shared By: Merrick Schaefer on Aug 26, 2019"
